,Algorithm,Dataset,alpha,Coverage,Length
756,vanilla_coxcc,rr_nl_nph,0.8,0.729,17.132696754366158
757,vanilla_coxcc,rr_nl_nph,0.8,0.738,16.798872688889503
758,vanilla_coxcc,rr_nl_nph,0.8,0.747,17.431766003653408
759,vanilla_coxcc,rr_nl_nph,0.8,0.747,16.91607846197486
760,vanilla_coxcc,metabric,0.8,0.9606299212598425,276.1666664664201
761,vanilla_coxcc,metabric,0.8,0.9763779527559056,288.8790050216234
762,vanilla_coxcc,metabric,0.8,0.9816272965879265,282.2300104096219
763,vanilla_coxcc,metabric,0.8,0.963254593175853,293.1795301862902
764,vanilla_coxcc,metabric,0.8,0.9816272965879265,280.56693349923364
765,vanilla_coxcc,metabric,0.8,0.9448818897637795,269.517933722869
766,vanilla_coxcc,metabric,0.8,0.9658792650918635,271.6603712347236
767,vanilla_coxcc,metabric,0.8,0.9553805774278216,283.32764869349523
768,vanilla_coxcc,metabric,0.8,0.963254593175853,270.1907280548977
769,vanilla_coxcc,metabric,0.8,0.979002624671916,291.29107856249874
770,vanilla_coxcc,support,0.8,0.9881690140845071,1413.916056338028
771,vanilla_coxcc,support,0.8,0.9729577464788732,1378.032676056338
772,vanilla_coxcc,support,0.8,0.9633802816901409,1313.347042253521
773,vanilla_coxcc,support,0.8,0.9774647887323944,1393.2129577464789
774,vanilla_coxcc,support,0.8,0.9881690140845071,1459.338028169014
775,vanilla_coxcc,support,0.8,0.9735211267605633,1368.7842253521126
776,vanilla_coxcc,support,0.8,0.976338028169014,1387.9081690140845
777,vanilla_coxcc,support,0.8,0.9853521126760564,1427.9481690140844
778,vanilla_coxcc,support,0.8,0.9746478873239437,1355.4230985915492
779,vanilla_coxcc,support,0.8,0.9898591549295774,1452.7492957746479
780,vanilla_coxph,rr_nl_nph,0.9,0.801,18.533830016091464
781,vanilla_coxph,rr_nl_nph,0.9,0.7965,18.60200831194222
782,vanilla_coxph,rr_nl_nph,0.9,0.797,18.441127773344515
783,vanilla_coxph,rr_nl_nph,0.9,0.813,18.609216484725476
784,vanilla_coxph,rr_nl_nph,0.9,0.8055,18.06490986478329
785,vanilla_coxph,rr_nl_nph,0.9,0.8075,18.299556124955416
786,vanilla_coxph,rr_nl_nph,0.9,0.787,18.54419364580512
787,vanilla_coxph,rr_nl_nph,0.9,0.796,18.202308075815438
788,vanilla_coxph,rr_nl_nph,0.9,0.802,18.471512658506633
789,vanilla_coxph,rr_nl_nph,0.9,0.793,18.2040638320446
790,vanilla_coxph,metabric,0.9,0.9973753280839895,328.906916460653
791,vanilla_coxph,metabric,0.9,0.994750656167979,337.96877475047677
792,vanilla_coxph,metabric,0.9,1.0,321.78740453845245
793,vanilla_coxph,metabric,0.9,1.0,337.5869679688782
794,vanilla_coxph,metabric,0.9,1.0,338.6975599273922
795,vanilla_coxph,metabric,0.9,0.9711286089238845,323.1971130371094
796,vanilla_coxph,metabric,0.9,0.9921259842519685,316.1778725851865
797,vanilla_coxph,metabric,0.9,0.994750656167979,329.2870525049725
798,vanilla_coxph,metabric,0.9,0.989501312335958,325.3382342881731
799,vanilla_coxph,metabric,0.9,0.994750656167979,336.83701254376587
800,vanilla_coxph,support,0.9,1.0,2029.0
801,vanilla_coxph,support,0.9,1.0,2029.0
802,vanilla_coxph,support,0.9,1.0,2029.0
803,vanilla_coxph,support,0.9,1.0,2028.8095774647888
804,vanilla_coxph,support,0.9,1.0,2029.0
805,vanilla_coxph,support,0.9,1.0,2028.867605633803
806,vanilla_coxph,support,0.9,1.0,2029.0
807,vanilla_coxph,support,0.9,1.0,2029.0
808,vanilla_coxph,support,0.9,1.0,2028.4901408450705
809,vanilla_coxph,support,0.9,1.0,2028.807323943662
810,vanilla_coxcc,rr_nl_nph,0.9,0.7985,18.774079091012478
811,vanilla_coxcc,rr_nl_nph,0.9,0.799,18.943379243314265
812,vanilla_coxcc,rr_nl_nph,0.9,0.8055,18.778073593378068
813,vanilla_coxcc,rr_nl_nph,0.9,0.817,18.987939199984073
814,vanilla_coxcc,rr_nl_nph,0.9,0.812,18.477459891438485
815,vanilla_coxcc,rr_nl_nph,0.9,0.8095,18.895396705538033
816,vanilla_coxcc,rr_nl_nph,0.9,0.7875,19.01024666801095
817,vanilla_coxcc,rr_nl_nph,0.9,0.7965,18.576383430808782
818,vanilla_coxcc,rr_nl_nph,0.9,0.806,19.09214779636264
819,vanilla_coxcc,rr_nl_nph,0.9,0.7955,18.505545792758465
820,vanilla_coxcc,metabric,0.9,0.9868766404199475,324.28547996861414
821,vanilla_coxcc,metabric,0.9,0.9921259842519685,333.7320292315145
822,vanilla_coxcc,metabric,0.9,0.9973753280839895,320.1955404446859
823,vanilla_coxcc,metabric,0.9,1.0,336.46185731262045
824,vanilla_coxcc,metabric,0.9,0.9921259842519685,333.6036837520249
825,vanilla_coxcc,metabric,0.9,0.9921259842519685,325.80481317475085
826,vanilla_coxcc,metabric,0.9,0.989501312335958,312.3479507726634
827,vanilla_coxcc,metabric,0.9,0.994750656167979,329.81837379275345
828,vanilla_coxcc,metabric,0.9,0.9973753280839895,329.396852428206
829,vanilla_coxcc,metabric,0.9,0.9973753280839895,337.8525843182261
830,vanilla_coxcc,support,0.9,1.0,1554.2180281690141
831,vanilla_coxcc,support,0.9,1.0,1552.3515492957747
832,vanilla_coxcc,support,0.9,1.0,1551.725633802817
833,vanilla_coxcc,support,0.9,1.0,1558.1774647887323
834,vanilla_coxcc,support,0.9,1.0,1568.452957746479
835,vanilla_coxcc,support,0.9,1.0,1545.2676056338028
836,vanilla_coxcc,support,0.9,1.0,1536.381971830986
837,vanilla_coxcc,support,0.9,1.0,1560.6118309859155
838,vanilla_coxcc,support,0.9,1.0,1556.91661971831
839,vanilla_coxcc,support,0.9,1.0,1542.0191549295776
840,vanilla_coxph,rr_nl_nph,0.95,0.824,19.549201310396196
841,vanilla_coxph,rr_nl_nph,0.95,0.824,19.850543780714272
842,vanilla_coxph,rr_nl_nph,0.95,0.822,19.42892621552944
843,vanilla_coxph,rr_nl_nph,0.95,0.839,20.020359946668147
844,vanilla_coxph,rr_nl_nph,0.95,0.833,19.392690514862537
845,vanilla_coxph,rr_nl_nph,0.95,0.836,19.742131200373173
846,vanilla_coxph,rr_nl_nph,0.95,0.812,19.80300005096197
847,vanilla_coxph,rr_nl_nph,0.95,0.827,19.373145937711
848,vanilla_coxph,rr_nl_nph,0.95,0.83,19.824489859819412
849,vanilla_coxph,rr_nl_nph,0.95,0.8215,19.531056040614843
850,vanilla_coxph,metabric,0.95,0.9973753280839895,341.1749809044866
851,vanilla_coxph,metabric,0.95,0.9973753280839895,349.4709642465346
852,vanilla_coxph,metabric,0.95,0.9973753280839895,333.4982483871379
853,vanilla_coxph,metabric,0.95,1.0,351.72905460868293
854,vanilla_coxph,metabric,0.95,0.994750656167979,352.9008866169947
855,vanilla_coxph,metabric,0.95,0.9921259842519685,341.2535432430077
856,vanilla_coxph,metabric,0.95,0.994750656167979,337.0800600227096
857,vanilla_coxph,metabric,0.95,0.994750656167979,336.1434768316314
858,vanilla_coxph,metabric,0.95,0.9973753280839895,347.43351469265195
859,vanilla_coxph,metabric,0.95,1.0,351.3169805171296
860,vanilla_coxph,support,0.95,1.0,2029.0
861,vanilla_coxph,support,0.95,1.0,2029.0
862,vanilla_coxph,support,0.95,1.0,2029.0
863,vanilla_coxph,support,0.95,1.0,2029.0
864,vanilla_coxph,support,0.95,1.0,2029.0
865,vanilla_coxph,support,0.95,1.0,2029.0
866,vanilla_coxph,support,0.95,1.0,2029.0
867,vanilla_coxph,support,0.95,1.0,2029.0
868,vanilla_coxph,support,0.95,1.0,2029.0
869,vanilla_coxph,support,0.95,1.0,2029.0
870,vanilla_coxcc,rr_nl_nph,0.95,0.8265,20.126920627951623
871,vanilla_coxcc,rr_nl_nph,0.95,0.8255,20.335374234080316
872,vanilla_coxcc,rr_nl_nph,0.95,0.826,19.786292377769946
873,vanilla_coxcc,rr_nl_nph,0.95,0.84,20.524105040550232
874,vanilla_coxcc,rr_nl_nph,0.95,0.831,20.20506561022997
875,vanilla_coxcc,rr_nl_nph,0.95,0.838,20.170377630203962
876,vanilla_coxcc,rr_nl_nph,0.95,0.813,20.330774244368076
877,vanilla_coxcc,rr_nl_nph,0.95,0.8275,19.712565744817258
878,vanilla_coxcc,rr_nl_nph,0.95,0.831,20.250179595828055
879,vanilla_coxcc,rr_nl_nph,0.95,0.8215,20.269965779840945
880,vanilla_coxcc,metabric,0.95,0.9973753280839895,342.5134749124682
881,vanilla_coxcc,metabric,0.95,0.9973753280839895,348.90464730650734
882,vanilla_coxcc,metabric,0.95,1.0,331.22361867509176
883,vanilla_coxcc,metabric,0.95,1.0,352.81181964223464
884,vanilla_coxcc,metabric,0.95,0.9973753280839895,348.84314357327037
885,vanilla_coxcc,metabric,0.95,0.9973753280839895,349.613998292938
886,vanilla_coxcc,metabric,0.95,1.0,337.65565062194986
887,vanilla_coxcc,metabric,0.95,0.994750656167979,335.6123319210343
888,vanilla_coxcc,metabric,0.95,0.9921259842519685,344.422841269826
889,vanilla_coxcc,metabric,0.95,0.9973753280839895,350.96186307972187
890,vanilla_coxcc,support,0.95,1.0,1554.2180281690141
891,vanilla_coxcc,support,0.95,1.0,1552.3515492957747
892,vanilla_coxcc,support,0.95,1.0,1551.725633802817
893,vanilla_coxcc,support,0.95,1.0,1559.8354929577465
894,vanilla_coxcc,support,0.95,1.0,1568.7081690140844
895,vanilla_coxcc,support,0.95,1.0,1545.2676056338028
896,vanilla_coxcc,support,0.95,1.0,1536.381971830986
897,vanilla_coxcc,support,0.95,1.0,1562.407323943662
898,vanilla_coxcc,support,0.95,1.0,1560.1825352112676
899,vanilla_coxcc,support,0.95,1.0,1542.1588732394366
900,cox_ph_alg_1_unewighted,rr_nl_nph,0.6,0.7146000000000001,10.862496544789916
901,cox_ph_alg_1_unewighted,rr_nl_nph,0.6,0.6194,8.562806544789915
902,cox_ph_alg_1_unewighted,rr_nl_nph,0.6,0.5089,5.913126544789915
903,cox_ph_alg_1_unewighted,rr_nl_nph,0.6,0.5296000000000001,6.491796544789915
904,cox_ph_alg_1_unewighted,rr_nl_nph,0.6,0.5366000000000001,7.208846544789915
905,cox_ph_alg_1_unewighted,rr_nl_nph,0.6,0.5813,7.505116544789913
906,cox_ph_alg_1_unewighted,rr_nl_nph,0.6,0.5469,8.206886544789915
907,cox_ph_alg_1_unewighted,rr_nl_nph,0.6,0.49579999999999996,6.692576544789913
908,cox_ph_alg_1_unewighted,rr_nl_nph,0.6,0.5422999999999999,7.179816544789914
909,cox_ph_alg_1_unewighted,rr_nl_nph,0.6,0.5036,6.4495865447899146
910,cox_ph_alg_2_unewighted,rr_nl_nph,0.6,0.7097999999999999,10.707731245117188
911,cox_ph_alg_2_unewighted,rr_nl_nph,0.6,0.7245,11.261563736572263
912,cox_ph_alg_2_unewighted,rr_nl_nph,0.6,0.5216,6.198042775115968
913,cox_ph_alg_2_unewighted,rr_nl_nph,0.6,0.6076,8.361181006317137
914,cox_ph_alg_2_unewighted,rr_nl_nph,0.6,0.5709,7.869183250122072
915,cox_ph_alg_2_unewighted,rr_nl_nph,0.6,0.6101000000000001,8.25675898284912
916,cox_ph_alg_2_unewighted,rr_nl_nph,0.6,0.5690999999999999,8.702442824096678
917,cox_ph_alg_2_unewighted,rr_nl_nph,0.6,0.5197,7.478348888549805
918,cox_ph_alg_2_unewighted,rr_nl_nph,0.6,0.6169000000000001,8.419501051330565
919,cox_ph_alg_2_unewighted,rr_nl_nph,0.6,0.5507,7.603464109344483
920,cox_cc_alg_1_unewighted,rr_nl_nph,0.6,0.7371000000000001,12.050126544789913
921,cox_cc_alg_1_unewighted,rr_nl_nph,0.6,0.7058999999999999,10.488056544789918
922,cox_cc_alg_1_unewighted,rr_nl_nph,0.6,0.5052000000000001,5.971366544789913
923,cox_cc_alg_1_unewighted,rr_nl_nph,0.6,0.5396,6.734816544789915
924,cox_cc_alg_1_unewighted,rr_nl_nph,0.6,0.3492,3.585856544789914
925,cox_cc_alg_1_unewighted,rr_nl_nph,0.6,0.6456999999999999,9.963886544789913
926,cox_cc_alg_1_unewighted,rr_nl_nph,0.6,0.4212999999999999,4.974076544789915
927,cox_cc_alg_1_unewighted,rr_nl_nph,0.6,0.45990000000000003,6.022336544789914
928,cox_cc_alg_1_unewighted,rr_nl_nph,0.6,0.4125,5.283086544789914
929,cox_cc_alg_1_unewighted,rr_nl_nph,0.6,0.5276000000000001,6.714816544789914
930,cox_cc_alg_2_unewighted,rr_nl_nph,0.6,0.7326,11.838612294635773
931,cox_cc_alg_2_unewighted,rr_nl_nph,0.6,0.7473000000000001,12.346874046936033
932,cox_cc_alg_2_unewighted,rr_nl_nph,0.6,0.5443,6.570393149566651
933,cox_cc_alg_2_unewighted,rr_nl_nph,0.6,0.5698000000000001,7.729615892791749
934,cox_cc_alg_2_unewighted,rr_nl_nph,0.6,0.4040000000000001,4.548053105773926
935,cox_cc_alg_2_unewighted,rr_nl_nph,0.6,0.6667999999999998,10.741923159332273
936,cox_cc_alg_2_unewighted,rr_nl_nph,0.6,0.45210000000000006,5.768695934448243
937,cox_cc_alg_2_unewighted,rr_nl_nph,0.6,0.5251,7.51517647354126
938,cox_cc_alg_2_unewighted,rr_nl_nph,0.6,0.47350000000000003,6.324271276397706
939,cox_cc_alg_2_unewighted,rr_nl_nph,0.6,0.5529,7.334422678375244
940,cox_ph_alg_1_unewighted,metabric,0.6,0.5692708333333333,138.29887499999998
941,cox_ph_alg_1_unewighted,metabric,0.6,0.42604166666666665,109.34202083333334
942,cox_ph_alg_1_unewighted,metabric,0.6,0.5414583333333334,131.1951875
943,cox_ph_alg_1_unewighted,metabric,0.6,0.30968749999999995,64.44432291666668
944,cox_ph_alg_1_unewighted,metabric,0.6,0.4517708333333334,114.81713541666666
945,cox_ph_alg_1_unewighted,metabric,0.6,0.5679166666666666,127.93398958333334
946,cox_ph_alg_1_unewighted,metabric,0.6,0.624375,143.66107291666668
947,cox_ph_alg_1_unewighted,metabric,0.6,0.4336458333333333,109.51861458333333
948,cox_ph_alg_1_unewighted,metabric,0.6,0.4895833333333333,107.96106250000001
949,cox_ph_alg_1_unewighted,metabric,0.6,0.5086458333333334,114.9869375
950,cox_ph_alg_2_unewighted,metabric,0.6,0.5489583333333333,130.4988734741211
951,cox_ph_alg_2_unewighted,metabric,0.6,0.5367708333333333,138.1753582356771
952,cox_ph_alg_2_unewighted,metabric,0.6,0.6208333333333333,164.6951936035156
953,cox_ph_alg_2_unewighted,metabric,0.6,0.3728125,75.11098856608074
954,cox_ph_alg_2_unewighted,metabric,0.6,0.5245833333333334,142.58380106608072
955,cox_ph_alg_2_unewighted,metabric,0.6,0.6684375,164.3006552327474
956,cox_ph_alg_2_unewighted,metabric,0.6,0.6965625000000001,170.22773551432292
957,cox_ph_alg_2_unewighted,metabric,0.6,0.6004166666666667,137.38528328450522
958,cox_ph_alg_2_unewighted,metabric,0.6,0.6428124999999999,152.82773425292967
959,cox_ph_alg_2_unewighted,metabric,0.6,0.5771875,126.85360314941407
960,cox_cc_alg_1_unewighted,metabric,0.6,0.5284375,126.19581249999999
961,cox_cc_alg_1_unewighted,metabric,0.6,0.4109375,106.14852083333335
962,cox_cc_alg_1_unewighted,metabric,0.6,0.5819791666666666,142.88761458333335
963,cox_cc_alg_1_unewighted,metabric,0.6,0.5723958333333333,119.08563541666666
964,cox_cc_alg_1_unewighted,metabric,0.6,0.31093750000000003,89.03254166666666
965,cox_cc_alg_1_unewighted,metabric,0.6,0.5675,129.95779166666668
966,cox_cc_alg_1_unewighted,metabric,0.6,0.5725,129.94571875
967,cox_cc_alg_1_unewighted,metabric,0.6,0.4769791666666667,111.77510416666668
968,cox_cc_alg_1_unewighted,metabric,0.6,0.5290625,120.99853125
969,cox_cc_alg_1_unewighted,metabric,0.6,0.6496875000000001,152.48579166666667
970,cox_cc_alg_2_unewighted,metabric,0.6,0.5054166666666666,118.7291460876465
971,cox_cc_alg_2_unewighted,metabric,0.6,0.55,142.41518648274737
972,cox_cc_alg_2_unewighted,metabric,0.6,0.7079166666666666,184.82094893391925
973,cox_cc_alg_2_unewighted,metabric,0.6,0.6282291666666667,126.65230411783853
974,cox_cc_alg_2_unewighted,metabric,0.6,0.47208333333333335,122.89920426432293
975,cox_cc_alg_2_unewighted,metabric,0.6,0.6887500000000001,172.1577886149088
976,cox_cc_alg_2_unewighted,metabric,0.6,0.6435416666666667,153.91238134765624
977,cox_cc_alg_2_unewighted,metabric,0.6,0.6184375000000001,140.04177134195962
978,cox_cc_alg_2_unewighted,metabric,0.6,0.6835416666666667,160.19853735351563
979,cox_cc_alg_2_unewighted,metabric,0.6,0.6713541666666667,159.48579471842447
980,cox_ph_alg_1_unewighted,support,0.6,0.5561,342.9872999999999
981,cox_ph_alg_1_unewighted,support,0.6,0.40049999999999997,93.59570000000004
982,cox_ph_alg_1_unewighted,support,0.6,0.3958,116.3391
983,cox_ph_alg_1_unewighted,support,0.6,0.39289999999999997,100.17069999999998
984,cox_ph_alg_1_unewighted,support,0.6,0.46819999999999995,136.4602
985,cox_ph_alg_1_unewighted,support,0.6,0.4252000000000001,114.5391
986,cox_ph_alg_1_unewighted,support,0.6,0.39339999999999997,105.271
987,cox_ph_alg_1_unewighted,support,0.6,0.3741999999999999,87.80000000000004
988,cox_ph_alg_1_unewighted,support,0.6,0.4189,130.05370000000002
989,cox_ph_alg_1_unewighted,support,0.6,0.3924,112.50630000000001
990,cox_ph_alg_2_unewighted,support,0.6,0.6201000000000001,467.2872999999999
991,cox_ph_alg_2_unewighted,support,0.6,0.6137999999999999,435.49569999999994
992,cox_ph_alg_2_unewighted,support,0.6,0.622,469.2391
993,cox_ph_alg_2_unewighted,support,0.6,0.5537,388.07069999999993
994,cox_ph_alg_2_unewighted,support,0.6,0.6563,428.36019999999996
995,cox_ph_alg_2_unewighted,support,0.6,0.6612,523.4390999999999
996,cox_ph_alg_2_unewighted,support,0.6,0.6065,476.17100000000005
997,cox_ph_alg_2_unewighted,support,0.6,0.5927,450.69999999999993
998,cox_ph_alg_2_unewighted,support,0.6,0.5989,423.9537
999,cox_ph_alg_2_unewighted,support,0.6,0.5666,412.40630000000004
1000,cox_cc_alg_1_unewighted,support,0.6,0.4443000000000001,136.56289999999998
1001,cox_cc_alg_1_unewighted,support,0.6,0.4457000000000001,122.4065
1002,cox_cc_alg_1_unewighted,support,0.6,0.30469999999999997,46.54100000000001
1003,cox_cc_alg_1_unewighted,support,0.6,0.30950000000000005,42.90420000000001
1004,cox_cc_alg_1_unewighted,support,0.6,0.27940000000000004,24.982299999999995
1005,cox_cc_alg_1_unewighted,support,0.6,0.4337,124.30179999999997
1006,cox_cc_alg_1_unewighted,support,0.6,0.417,112.3784
1007,cox_cc_alg_1_unewighted,support,0.6,0.3559999999999999,89.48045000000002
1008,cox_cc_alg_1_unewighted,support,0.6,0.4182,111.2533
1009,cox_cc_alg_1_unewighted,support,0.6,0.4121999999999999,117.73769999999999
1010,cox_cc_alg_2_unewighted,support,0.6,0.5356,303.4629
1011,cox_cc_alg_2_unewighted,support,0.6,0.632,466.3065
1012,cox_cc_alg_2_unewighted,support,0.6,0.5989,424.44100000000003
1013,cox_cc_alg_2_unewighted,support,0.6,0.5256000000000001,357.80420000000004
1014,cox_cc_alg_2_unewighted,support,0.6,0.5996,343.8823
1015,cox_cc_alg_2_unewighted,support,0.6,0.6732999999999998,519.2018
1016,cox_cc_alg_2_unewighted,support,0.6,0.6011,477.2784
1017,cox_cc_alg_2_unewighted,support,0.6,0.5717,437.38045
1018,cox_cc_alg_2_unewighted,support,0.6,0.5923999999999999,407.15329999999994
1019,cox_cc_alg_2_unewighted,support,0.6,0.5711999999999999,407.6377
1020,cox_ph_alg_1_unewighted,rr_nl_nph,0.7,0.6638999999999998,9.729686544789914
1021,cox_ph_alg_1_unewighted,rr_nl_nph,0.7,0.6516,9.282726544789915
1022,cox_ph_alg_1_unewighted,rr_nl_nph,0.7,0.6850999999999999,9.639746544789915
1023,cox_ph_alg_1_unewighted,rr_nl_nph,0.7,0.6656,10.088946544789916
1024,cox_ph_alg_1_unewighted,rr_nl_nph,0.7,0.6263,9.211476544789916
1025,cox_ph_alg_1_unewighted,rr_nl_nph,0.7,0.633,9.650846544789916
1026,cox_ph_alg_1_unewighted,rr_nl_nph,0.7,0.6366999999999998,10.285136544789914
1027,cox_ph_alg_1_unewighted,rr_nl_nph,0.7,0.5909,8.894706544789916
1028,cox_ph_alg_1_unewighted,rr_nl_nph,0.7,0.6677999999999998,9.813246544789914
1029,cox_ph_alg_1_unewighted,rr_nl_nph,0.7,0.6152000000000001,9.569386544789916
1030,cox_ph_alg_2_unewighted,rr_nl_nph,0.7,0.7169999999999999,11.456570834655762
1031,cox_ph_alg_2_unewighted,rr_nl_nph,0.7,0.7388000000000002,12.39251469665527
1032,cox_ph_alg_2_unewighted,rr_nl_nph,0.7,0.7077000000000001,10.847366613464356
1033,cox_ph_alg_2_unewighted,rr_nl_nph,0.7,0.7051999999999999,11.514333947448732
1034,cox_ph_alg_2_unewighted,rr_nl_nph,0.7,0.6740999999999999,10.619979715881351
1035,cox_ph_alg_2_unewighted,rr_nl_nph,0.7,0.6975,11.607046020202636
1036,cox_ph_alg_2_unewighted,rr_nl_nph,0.7,0.6778,11.466789396972658
1037,cox_ph_alg_2_unewighted,rr_nl_nph,0.7,0.6648,10.97215273956299
1038,cox_ph_alg_2_unewighted,rr_nl_nph,0.7,0.7053999999999999,11.332352857666015
1039,cox_ph_alg_2_unewighted,rr_nl_nph,0.7,0.6558999999999999,10.513998686523435
1040,cox_cc_alg_1_unewighted,rr_nl_nph,0.7,0.7326,12.022196544789914
1041,cox_cc_alg_1_unewighted,rr_nl_nph,0.7,0.5333,6.916596544789915
1042,cox_cc_alg_1_unewighted,rr_nl_nph,0.7,0.6927000000000001,10.421736544789916
1043,cox_cc_alg_1_unewighted,rr_nl_nph,0.7,0.7137999999999998,11.823376544789914
1044,cox_cc_alg_1_unewighted,rr_nl_nph,0.7,0.6949000000000001,10.742606544789915
1045,cox_cc_alg_1_unewighted,rr_nl_nph,0.7,0.6381,9.499666544789914
1046,cox_cc_alg_1_unewighted,rr_nl_nph,0.7,0.6713999999999999,10.822246544789914
1047,cox_cc_alg_1_unewighted,rr_nl_nph,0.7,0.5898,8.768436544789914
1048,cox_cc_alg_1_unewighted,rr_nl_nph,0.7,0.7304,11.932616544789912
1049,cox_cc_alg_1_unewighted,rr_nl_nph,0.7,0.6030000000000001,8.873436544789914
1050,cox_cc_alg_2_unewighted,rr_nl_nph,0.7,0.7478999999999999,13.169616303710937
1051,cox_cc_alg_2_unewighted,rr_nl_nph,0.7,0.6869,9.926384696655271
1052,cox_cc_alg_2_unewighted,rr_nl_nph,0.7,0.7245000000000001,11.609791412658694
1053,cox_cc_alg_2_unewighted,rr_nl_nph,0.7,0.7414000000000002,13.021731095275879
1054,cox_cc_alg_2_unewighted,rr_nl_nph,0.7,0.7208999999999999,12.441678258361815
1055,cox_cc_alg_2_unewighted,rr_nl_nph,0.7,0.6693000000000001,11.108164756774904
1056,cox_cc_alg_2_unewighted,rr_nl_nph,0.7,0.6964,12.300286878662106
1057,cox_cc_alg_2_unewighted,rr_nl_nph,0.7,0.6632000000000001,11.149101390380856
1058,cox_cc_alg_2_unewighted,rr_nl_nph,0.7,0.7642,13.629054400634766
1059,cox_cc_alg_2_unewighted,rr_nl_nph,0.7,0.6411,10.00327252532959
1060,cox_ph_alg_1_unewighted,metabric,0.7,0.6179166666666667,154.42521875
1061,cox_ph_alg_1_unewighted,metabric,0.7,0.5820833333333333,149.71076041666666
1062,cox_ph_alg_1_unewighted,metabric,0.7,0.5522916666666667,138.1461666666667
1063,cox_ph_alg_1_unewighted,metabric,0.7,0.7719791666666665,161.23275000000004
1064,cox_ph_alg_1_unewighted,metabric,0.7,0.5145833333333333,137.58607291666667
1065,cox_ph_alg_1_unewighted,metabric,0.7,0.6276041666666666,146.86526041666667
1066,cox_ph_alg_1_unewighted,metabric,0.7,0.6134375,142.64345833333334
1067,cox_ph_alg_1_unewighted,metabric,0.7,0.6584375,148.76569791666668
1068,cox_ph_alg_1_unewighted,metabric,0.7,0.5916666666666667,129.94839583333334
1069,cox_ph_alg_1_unewighted,metabric,0.7,0.5998958333333333,136.17502083333335
1070,cox_ph_alg_2_unewighted,metabric,0.7,0.7319791666666667,186.72521264648444
1071,cox_ph_alg_2_unewighted,metabric,0.7,0.7019791666666665,168.77742301432292
1072,cox_ph_alg_2_unewighted,metabric,0.7,0.7063541666666667,188.24616056315105
1073,cox_ph_alg_2_unewighted,metabric,0.7,0.7592708333333332,157.86608344459538
1074,cox_ph_alg_2_unewighted,metabric,0.7,0.7794791666666666,184.38607291666665
1075,cox_ph_alg_2_unewighted,metabric,0.7,0.7404166666666666,193.03192301432296
1076,cox_ph_alg_2_unewighted,metabric,0.7,0.7161458333333334,186.5767957356771
1077,cox_ph_alg_2_unewighted,metabric,0.7,0.6680208333333333,160.26569181315105
1078,cox_ph_alg_2_unewighted,metabric,0.7,0.7653125,187.48173018391927
1079,cox_ph_alg_2_unewighted,metabric,0.7,0.6605208333333333,159.67502388509115
1080,cox_cc_alg_1_unewighted,metabric,0.7,0.5056250000000001,119.49834375
1081,cox_cc_alg_1_unewighted,metabric,0.7,0.49739583333333326,127.72018750000001
1082,cox_cc_alg_1_unewighted,metabric,0.7,0.5704166666666667,148.74226041666668
1083,cox_cc_alg_1_unewighted,metabric,0.7,0.7788541666666666,162.19260416666668
1084,cox_cc_alg_1_unewighted,metabric,0.7,0.5596875,150.01694791666668
1085,cox_cc_alg_1_unewighted,metabric,0.7,0.6076041666666666,143.995
1086,cox_cc_alg_1_unewighted,metabric,0.7,0.6454166666666666,150.87921875
1087,cox_cc_alg_1_unewighted,metabric,0.7,0.6072916666666667,140.38864583333336
1088,cox_cc_alg_1_unewighted,metabric,0.7,0.6841666666666666,164.4472604166667
1089,cox_cc_alg_1_unewighted,metabric,0.7,0.5880208333333333,125.95340625000001
1090,cox_cc_alg_2_unewighted,metabric,0.7,0.6088541666666667,138.4650124511719
1091,cox_cc_alg_2_unewighted,metabric,0.7,0.5578124999999999,140.85352795410157
1092,cox_cc_alg_2_unewighted,metabric,0.7,0.7391666666666667,194.40892911783854
1093,cox_cc_alg_2_unewighted,metabric,0.7,0.7585416666666666,158.85926981608074
1094,cox_cc_alg_2_unewighted,metabric,0.7,0.8321874999999999,198.28360746256507
1095,cox_cc_alg_2_unewighted,metabric,0.7,0.7295833333333333,187.0949938964844
1096,cox_cc_alg_2_unewighted,metabric,0.7,0.7610416666666667,198.47922180175783
1097,cox_cc_alg_2_unewighted,metabric,0.7,0.6488541666666666,153.88864278157553
1098,cox_cc_alg_2_unewighted,metabric,0.7,0.8707291666666667,220.54726652018235
1099,cox_cc_alg_2_unewighted,metabric,0.7,0.641875,151.18674670410155
1100,cox_ph_alg_1_unewighted,support,0.7,0.47400000000000003,196.67109999999997
1101,cox_ph_alg_1_unewighted,support,0.7,0.4966,193.54319999999996
1102,cox_ph_alg_1_unewighted,support,0.7,0.46120000000000005,182.74179999999987
1103,cox_ph_alg_1_unewighted,support,0.7,0.45280000000000004,217.99979999999988
1104,cox_ph_alg_1_unewighted,support,0.7,0.5282,220.39249999999993
1105,cox_ph_alg_1_unewighted,support,0.7,0.5087999999999999,224.7968999999999
1106,cox_ph_alg_1_unewighted,support,0.7,0.4406999999999999,169.634
1107,cox_ph_alg_1_unewighted,support,0.7,0.4109,159.96309999999997
1108,cox_ph_alg_1_unewighted,support,0.7,0.4955,199.74239999999995
1109,cox_ph_alg_1_unewighted,support,0.7,0.46669999999999995,211.65399999999988
